url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason,change_type
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/howto-configure-fabric-endpoint,Microsoft Fabric OneLake,Configure data flow endpoints for Microsoft Fabric OneLake - Azure IoT Operations,Configure Fabric OneLake data flow endpoints,Learn how to configure data flow endpoints for Microsoft Fabric OneLake in Azure IoT Operations.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. To send data to Microsoft Fabric OneLake in Azure IoT Operations,",2025-06-20T11:09:00.000Z,how-to,configuration,0.76,True,Endpoint configuration for Fabric OneLake; expected to list CRD fields and allowed values for this sink.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/howto-configure-fabric-real-time-intelligence,Microsoft Fabric Real-Time Intelligence,Configure data flow endpoints for Microsoft Fabric Real-Time Intelligence - Azure IoT Operations,Configure Fabric Real-Time Intelligence data flow endpoints,Learn how to configure data flow endpoints for  Microsoft Fabric Real-Time Intelligence in Azure IoT Operations.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. To send data to Microsoft Fabric Real-Time Intelligence from Azur",2025-06-26T17:09:00.000Z,how-to,configuration,0.76,True,How-to for sending data to Fabric RTI; likely includes endpoint type identifiers and configuration parameters specific to this destination.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/howto-configure-kafka-endpoint,Kafka and Event Hubs,Configure Azure Event Hubs and Kafka data flow endpoints in Azure IoT Operations - Azure IoT Operations,Configure Kafka and Event Hubs data flow endpoints,Learn how to configure data flow endpoints for Kafka in Azure IoT Operations.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. To set up bi-directional communication between Azure IoT Operatio",2025-06-20T11:09:00.000Z,how-to,configuration,0.78,True,"How-to for Kafka/Event Hubs endpoints; likely includes endpoint type values, connection properties, and constraints unique to this integration.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/howto-configure-local-storage-endpoint,Local storage or ACSA,Configure local storage data flow endpoint in Azure IoT Operations - Azure IoT Operations,Configure local storage endpoints for Azure IoT Operations,Learn how to configure a local storage data flow endpoint in Azure IoT Operations.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. To send data to local storage in Azure IoT Operations, you can co",2026-03-02T12:12:00.000Z,how-to,configuration,0.68,True,"The page is a how-to for configuring a local storage data flow endpoint in Azure IoT Operations, likely including Kubernetes manifest fields, resource names, and parameter values specific to this product. This is product-specific configuration detail rather than conceptual guidance, fitting the configuration sub-skill. It does not appear focused on limits, troubleshooting, or architecture patterns.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/howto-configure-mqtt-endpoint,MQTT and Event Grid,Configure MQTT data flow endpoints in Azure IoT Operations - Azure IoT Operations,Configure MQTT data flow endpoints in IoT Operations,Learn how to configure data flow endpoints for MQTT sources and destinations.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. MQTT data flow endpoints are used for MQTT sources and destinatio",2025-06-20T11:09:00.000Z,how-to,configuration,0.78,True,MQTT-specific endpoint configuration for sources/destinations; expected to list endpoint YAML fields and MQTT-specific parameters.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/howto-create-dataflow,Create a data flow,Create a data flow using Azure IoT Operations - Azure IoT Operations,Create and configure data flows in IoT Operations,Create a data flow to connect data sources and destinations using Azure IoT Operations.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. A data flow is the path that data takes from the source to the de",2026-02-26T08:00:00.000Z,how-to,configuration,0.7,True,Creating data flows implies defining CRD YAML with specific fields and allowed values; this is product-specific configuration knowledge.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/howto-dataflow-graph-wasm,Use WASM data flow graphs,Use WebAssembly With Data Flow Graphs - Azure IoT Operations,Configure WebAssembly modules in IoT data flow graphs,Learn how to deploy and use WebAssembly modules with data flow graphs in Azure IoT Operations to process data at the edge.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. Azure IoT Operations data flow graphs support WebAssembly (WASM) ",2026-02-27T08:00:00.000Z,how-to,configuration,0.68,True,"How-to page for using WASM with Azure IoT Operations data flow graphs. While the summary is brief, this type of article typically includes YAML/Kubernetes manifest snippets and graph configuration fields specific to this product (for example, module/image names, graph node configuration, bindings, and parameters). Those product-specific configuration options and their allowed values are expert knowledge not inferable from general training data.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/open-telemetry,OpenTelemetry dataflow endpoints,Configure OpenTelemetry data flow endpoints in Azure IoT Operations (preview) - Azure IoT Operations,Configure OpenTelemetry data flow endpoints in IoT Operations,Learn how to configure data flow endpoints for OpenTelemetry destinations to send metrics and logs to observability platforms.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. OpenTelemetry (OTEL) data flow endpoints send metrics and logs to",2026-02-24T23:11:00.000Z,how-to,configuration,0.76,True,OTel endpoint configuration; expected to include specific fields for metrics/logs destinations and protocol settings.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/overview-dataflow,What are data flows?,Process and route data with data flows - Azure IoT Operations,,Learn about data flows and how to process and route data in Azure IoT Operations.,"Data flows simplify the setup of data paths to move, transform, and enrich data. By using data flows, you can connect various data sources and perform data operations. The data flow component is part of Azure IoT Operations, which you deploy as an Azure Arc extension. You configure a data flow by using Kubernetes custom resource definitions (CRDs). You can write configurations for various use cases, such as: Data flows aren't limited to the region where you deploy the IoT Operations instance. Yo",2026-03-03T23:37:00.000Z,concept-article,,0.2,False,"Page is an overview of Azure IoT Operations data flows and high-level configuration concepts using Kubernetes CRDs, without detailed parameter tables, numeric limits, error codes, or product-specific decision matrices. It reads as conceptual guidance rather than expert configuration, troubleshooting, or limits documentation.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/tutorial-mqtt-bridge,Bi-directional messaging with Event Grid,Tutorial: Bi-directional MQTT bridge to Azure Event Grid - Azure IoT Operations,,Learn how to create a bi-directional MQTT bridge to Azure Event Grid using Azure IoT Operations data flows.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. In this tutorial, you set up a bi-directional MQTT bridge between",2025-05-23T22:03:00.000Z,tutorial,,0.35,False,"Bi-directional MQTT bridge tutorial; while it may contain some config, description indicates a scenario walkthrough rather than structured config/limits/error reference.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/connect-to-cloud/tutorial-opc-ua-to-data-lake,Send data to Data Lake Storage,Tutorial: Send data from an OPC UA server to Azure Data Lake Storage Gen 2 using Azure IoT Operations - Azure IoT Operations,,Learn how to send data from an OPC UA server to Azure Data Lake Storage Gen 2 using Azure IoT Operations.,"In the quickstart, you created a data flow that sends data from Azure IoT Operations to Event Hubs, and then to Microsoft Fabric via EventStreams. However, it's also possible to send the data directly to a storage endpoint without using Event Hubs. This approach requires creating a Delta Lake schema that represents the data, uploading the schema to Azure IoT Operations, and then creating a data flow that reads the data from the OPC UA server and writes it to the storage endpoint. This tutorial b",2024-11-19T18:02:00.000Z,how-to,,0.35,False,"Tutorial for sending OPC UA data to Data Lake; focused on steps and example schema, not broad configuration or decision matrices.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/concept-production-examples,Production deployment examples,Production deployment examples - Azure IoT Operations,Use Azure IoT Operations production deployment sizing examples,Describes some example deployments to help you understand how to scale your solution.,This article describes two example Azure IoT Operations deployments that collect data from edge and transfer it to the cloud. These examples are based on real-world scenarios that take hardware capability and data volumes into consideration. Use these examples to better understand how much data Azure IoT Operations can handle with certain hardware. Microsoft used similar configurations and data volumes to validate Azure IoT Operations and measure its performance.,2025-03-19T17:20:00.000Z,concept-article,decision-making,0.7,True,"Uses real-world scenarios with hardware capability and data volume to illustrate how much data can be handled, guiding capacity and scaling decisions.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/concept-production-guidelines,Production deployment guidelines,Production deployment guidelines - Azure IoT Operations,Apply production deployment guidelines for Azure IoT Operations,Learn about the recommendations and guidelines for preparing Azure IoT Operations for a production deployment.,"Security and scalability are a priority for deploying Azure IoT Operations. This article outlines guidelines that you should take into consideration when setting up Azure IoT Operations for production. Decide whether you're deploying Azure IoT Operations to a single-node or multi-node cluster before considering the appropriate configuration. Many of the guidelines in this article apply regardless of the cluster type, but when there's a difference it's called out specifically.",2025-04-29T18:31:00.000Z,concept-article,best-practices,0.7,True,"Provides concrete recommendations for production (single vs multi-node, security, scalability) tailored to this product, fitting best-practices.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/howto-clone-instance,Clone an instance,Clone an IoT Operations instance - Azure IoT Operations,Clone Azure IoT Operations instances with Azure CLI,Use the Azure CLI to clone your Azure IoT Operations instances.,You can clone an existing Azure IoT Operations instance to create a new instance with the same configuration and settings. Cloning is useful for creating a backup of your instance or for setting up a new instance with the same configuration for testing or development purposes. Use-case scenarios for clone include: Note The clone feature is in preview and under development.,2025-10-06T17:18:00.000Z,how-to,deployment,0.65,True,"Describes cloning behavior and scenarios for Azure IoT Operations instances, which is a deployment pattern unique to this product.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/howto-deploy-iot-operations,Deploy to a production cluster,Deploy Azure IoT Operations to a Production Cluster - Azure IoT Operations,Deploy Azure IoT Operations securely to production clusters,Use the Azure portal to deploy Azure IoT Operations to an Arc-enabled Kubernetes cluster.,"Learn how to deploy Azure IoT Operations to a Kubernetes cluster with secure settings for production using the Azure portal. If you deployed atest instanceof Azure IoT Operations to a cluster and you want to use the same cluster for production scenarios, follow the steps inEnable secure settings on an existing Azure IoT Operations instance.",2025-11-19T12:10:00.000Z,how-to,deployment,0.75,True,Production deployment guidance with secure settings for Azure IoT Operations on Arc-enabled Kubernetes is product-specific deployment expertise.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/howto-deploy-iot-test-operations,Deploy to a test cluster,Deploy Azure IoT Operations to a Test Cluster - Azure IoT Operations,Deploy Azure IoT Operations to a test Kubernetes cluster,Use the Azure portal to deploy Azure IoT Operations to test an Arc-enabled Kubernetes cluster.,"Learn how to deploy Azure IoT Operations to a test cluster, which is an Arc-enabled Kubernetes cluster that you can use for testing and evaluation scenarios. If you want to deploy Azure IoT Operations to a production cluster, seeDeploy Azure IoT Operations to a production cluster.",2025-11-19T12:10:00.000Z,how-to,deployment,0.7,True,Describes how to deploy to a test Arc-enabled cluster with product-specific deployment behavior and constraints.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/howto-enable-secure-settings,Enable secure settings,Enable Secure Settings to a Test Instance - Azure IoT Operations,Configure secure settings and identities for Azure IoT Operations,Enable secure settings in your Azure IoT Operations instance for developing a production-ready scenario.,"The secure settings for Azure IoT Operations include the setup of secrets management and a user-assigned managed identity for cloud connections; for example, an OPC UA server or data flow endpoints. This article provides instructions for enabling secure settings if you didn't do so during your initial deployment.",2026-03-04T12:31:00.000Z,how-to,security,0.7,True,"How-to article for enabling secure settings and secrets management, including user-assigned managed identity for cloud connections. This is product-specific security configuration, likely with concrete identity/secret setup steps and parameters, not just conceptual guidance.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/howto-manage-update-uninstall,"Manage, update, or uninstall","Manage, update, or uninstall - Azure IoT Operations","Manage, update, and uninstall Azure IoT Operations instances","Use the Azure CLI or Azure portal to manage your Azure IoT Operations instances, including updating and uninstalling.","Use the Azure CLI and Azure portal to manage, uninstall, or update Azure IoT Operations instances.",2026-02-10T08:00:00.000Z,how-to,deployment,0.65,True,Covers lifecycle operations (update/uninstall) via Azure CLI/portal specific to this product’s deployment model.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/howto-prepare-cluster,Prepare a cluster,Prepare your Kubernetes cluster - Azure IoT Operations,Prepare Kubernetes clusters for Azure IoT Operations deployment,Prepare an Azure Arc-enabled Kubernetes cluster before you deploy Azure IoT Operations. This article includes guidance for both Ubuntu and Windows machines.,"An Azure Arc-enabled Kubernetes cluster is a prerequisite for deploying Azure IoT Operations. This article describes how to prepare a cluster before you deploy Azure IoT Operations. This article includes guidance for Ubuntu, Windows, Azure Local, and Tanzu Kubernetes Grid (TKG). If you want to deploy Azure IoT Operations quickly and run a sample workload in a test environment, see theQuickstart: Run Azure IoT Operations in GitHub Codespaces with K3s.",2025-12-16T12:11:00.000Z,how-to,deployment,0.7,True,"Contains product-specific prerequisites and cluster preparation details for multiple environments, which are deployment requirements beyond generic Kubernetes knowledge.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/howto-upgrade,Upgrade,Upgrade versions - Azure IoT Operations,Upgrade Azure IoT Operations deployments via portal or CLI,Upgrade an Azure IoT Operations instance using the Azure portal or CLI.,Learn how to upgrade an Azure IoT Operations deployment to a newer version.,2026-02-19T23:10:00.000Z,how-to,deployment,0.65,True,Product-specific upgrade process for Azure IoT Operations instances qualifies as deployment expertise.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/deploy-iot-ops/overview-deploy,Deployment overview,Deployment overview - Azure IoT Operations,,Learn about the components that are included in an Azure IoT Operations deployment and the different deployment options to consider for your scenario.,"When you deploy Azure IoT Operations, you install a suite of services on an Azure Arc-enabled Kubernetes cluster. This article provides an overview of the different deployment options to consider for your scenario.",2025-12-12T12:11:00.000Z,concept-article,,0.2,False,Deployment overview describing components and options conceptually; lacks detailed matrices or constraints.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/develop-edge-apps/howto-build-akri-connectors-vscode,Build Akri connectors with VS Code extension,Build Akri connectors with VS Code extension - Azure IoT Operations,Build Akri connectors using the VS Code extension,Learn how to build Akri connectors for Azure IoT Operations using the Visual Studio Code extension.,"This article describes how to build, validate, debug, and publish custom Akri connectors using theAzure IoT Operations Akri Connectorspreview VS Code extension. The extension supports the following platforms: The extension enables you to create connectors by using the following programming languages:",2026-02-19T12:31:00.000Z,how-to,integrations,0.64,True,"Describes using a dedicated VS Code extension to create connectors; likely includes extension-specific settings, templates, and configuration fields.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/develop-edge-apps/howto-build-wasm-modules-vscode,Build WASM modules with VS Code extension,Build WASM modules for data flows with VS Code extension - Azure IoT Operations,Build WASM modules for data flows using VS Code,Learn how to build WebAssembly (WASM) modules for data flows using the Azure IoT Operations Data Flow extension for VS Code.,"The custom WebAssembly (WASM) data processing feature in Azure IoT Operations enables real time telemetry data processing within your Azure IoT Operations cluster. By deploying custom WASM modules, you can define and execute data transformations as part of your data flow graph or HTTP/REST connector. This article describes how to use theAzure IoT Operations Data Flowpreview VS Code extension to develop, test, and debug your WASM modules locally before you deploy them to your Azure IoT Operations",2026-02-25T08:00:00.000Z,how-to,configuration,0.7,True,"Describes using a specific VS Code extension to build WASM modules; likely includes extension settings, project templates, and configuration fields unique to this product.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/develop-edge-apps/howto-configure-registry-endpoint,Configure registry endpoints,Configure registry endpoints in Azure IoT Operations - Azure IoT Operations,Configure registry endpoints for data flow graphs,Learn how to configure registry endpoints for container registries in Azure IoT Operations data flow graphs.,"Important This page includes instructions for managing Azure IoT Operations components using Kubernetes deployment manifests, which is in PREVIEW. This feature is provided withseveral limitations, and shouldn't be used for production workloads. See theSupplemental Terms of Use for Microsoft Azure Previewsfor legal terms that apply to Azure features that are in beta, preview, or otherwise not yet released into general availability. Data flow graphs and the HTTP/REST connector use registry endpoin",2026-02-20T08:00:00.000Z,how-to,configuration,0.72,True,Registry endpoints for container registries are configured via CRDs; article likely lists endpoint fields and authentication options.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/develop-edge-apps/howto-configure-wasm-graph-definitions,Configure graph definitions,Configure WebAssembly Graph Definitions For Data Flow Graphs - Azure IoT Operations,Configure WebAssembly graph definitions for IoT Operations,Learn how to create and configure WebAssembly graph definitions that define data processing workflows for Azure IoT Operations data flow graphs and connectors.,Graph definitions are central to WASM development because they define how your modules connect to data flows and connectors. Understanding the relationship between graph definitions and data flow graphs or connectors helps you develop effectively.,2026-03-02T23:28:00.000Z,how-to,configuration,0.78,True,"Focused on creating and configuring WASM graph definitions that wire modules to data flows and connectors. This necessarily involves product-specific graph schema fields, property names, and allowed values (for example, node types, connector references, routing expressions) that are not generic knowledge. That structured options/fields content fits the configuration sub-skill.",unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/develop-edge-apps/howto-deploy-dapr,Deploy Dapr,Deploy Dapr pluggable components - Azure IoT Operations,,Deploy Dapr and the MQTT broker pluggable components to a cluster.,"The Distributed Application Runtime (Dapr) is a portable, serverless, event-driven runtime that simplifies the process of building distributed applications. Dapr lets you build stateful or stateless apps without worrying about how the building blocks function. Dapr provides severalbuilding blocks: pub/sub, state management, service invocation, actors, and more. Azure IoT Operations supports two of these building blocks, powered byMQTT broker: To use the Dapr pluggable components, define the comp",2025-07-31T17:19:00.000Z,how-to,,0.3,False,Tutorial-style deployment of Dapr pluggable components; description suggests step-by-step usage rather than detailed configuration tables or limits.,unchanged
https://learn.microsoft.com/en-us/azure/iot-operations/develop-edge-apps/howto-deploy-wasm-graph-definitions,Deploy graph definitions,Deploy WebAssembly modules and graph definitions - Azure IoT Operations,Deploy WebAssembly modules and graph definitions to IoT edge,Learn how to deploy and configure WebAssembly modules and graph definitions that define data processing capabilities for Azure IoT Operations data flow graphs and the HTTP/REST connector.,"Azure IoT Operations data flow graphs support WebAssembly (WASM) modules for custom data processing at the edge. You can deploy custom business logic and data transformations as part of your data flow pipelines. Important Data flow graphs currently only support MQTT, Kafka, and OpenTelemetry endpoints. Other endpoint types like Data Lake, Microsoft Fabric OneLake, Azure Data Explorer, and Local Storage are not supported. For more information, seeKnown issues. Important Currently the only connect",2026-03-02T23:28:00.000Z,how-to,deployment,0.7,True,"Describes deploying WASM modules and graph definitions for Azure IoT Operations data flow graphs and the HTTP/REST connector. Such deployment how-tos typically include product-specific deployment manifests, required annotations/labels, and constraints like supported endpoint types and connector limitations. These are concrete deployment details and constraints unique to this service, matching the deployment sub-skill.",unchanged
